tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,favorite_count,retweet_count,jpg_url,img_num,breed
886736880519319552,2017-07-16 23:58:41,10,10,Mingus,,12306,3443,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz
886366144734445568,2017-07-15 23:25:31,10,10,Roscoe,pupper,21524,3316,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog
885984800019947520,2017-07-14 22:10:11,10,10,Jimbo,,33382,7097,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel
885528943205470208,2017-07-13 15:58:47,10,10,Maisey,,36689,6683,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug
884925521741709313,2017-07-12 00:01:,10,10,Earl,,68152,16439,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound
884876753390489601,2017-07-11 20:47:12,10,10,Lola,,28514,6096,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow
884562892145688576,2017-07-11 00:00:02,10,10,Kevin,,24765,5100,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug
884162670584377345,2017-07-09 21:29:42,10,10,Yogi,doggo,20771,3128,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd
883838122936631299,2017-07-09 00:00:04,10,10,Noah,,22349,3586,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman
883482846933004288,2017-07-08 00:28:19,5,10,Bella,,46860,10407,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever
883360690899218434,2017-07-07 16:22:55,10,10,Grizzwald,floofer,22986,3825,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow
882762694511734784,2017-07-06 00:46:41,10,10,Gus,pupper,28903,5134,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever
882627270321602560,2017-07-05 15:48:34,10,10,Stanley,,28382,6342,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke
882268110199369728,2017-07-04 16:01:23,10,10,Alfy,,45880,12118,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever
881666595344535552,2017-07-03 00:11:11,10,10,Gary,,51522,11099,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki
880465832366813184,2017-06-29 16:39:47,10,10,Bella,,29075,6546,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever
879862464715927552,2017-06-28 00:42:13,10,10,Romeo,,22667,3642,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset
879415818425184262,2017-06-26 19:07:24,10,10,Duddles,,107956,45849,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer
879008229531029506,2017-06-25 16:07:47,10,10,Beau,,19317,2812,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla
878776093423087618,2017-06-25 00:45:22,10,10,Snoopy,puppo,19763,4319,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound
878281511006478336,2017-06-23 16:00:04,10,10,Shadow,,7913,1349,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset
878057613040115712,2017-06-23 01:10:23,10,10,Emmy,,42876,7181,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog
877736472329191424,2017-06-22 03:54:17,10,10,Aja,,71144,17300,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever
877316821321428993,2017-06-21 00:06:44,10,10,Dante,,27907,5414,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki
877201837425926144,2017-06-20 16:29:5,10,10,Nelly,,27755,5880,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke
876838120628539392,2017-06-19 16:24:33,10,10,Ginger,pupper,21125,3506,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound
876484053909872640,2017-06-18 16:57:37,10,10,Benedict,,19163,2511,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever
876120275196170240,2017-06-17 16:52:05,10,10,Venti,,28490,4903,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog
875747767867523072,2017-06-16 16:11:53,10,10,Goose,,25773,4497,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever
874680097055178752,2017-06-13 17:29:2,10,10,Cash,,28439,4875,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever
874296783580663808,2017-06-12 16:06:11,10,10,Jed,pupper,26651,4308,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel
874012996292530176,2017-06-11 21:18:31,10,10,Sebastian,puppo,35501,11007,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan
873213775632977920,2017-06-09 16:22:42,10,10,Sierra,pupper,7467,1667,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla
872620804844003328,2017-06-08 01:06:27,10,10,Monkey,,21309,3911,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel
872261713294495745,2017-06-07 01:19:32,10,10,Harry,,35085,6649,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,Labrador_retriever
871879754684805121,2017-06-06 00:01:46,10,10,Lassie,,39090,11918,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog
871762521631449091,2017-06-05 16:15:56,10,10,Rover,pupper,20787,3678,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever
870656317836468226,2017-06-02 15:00:16,10,10,Cody,,12819,2817,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke
870374049280663552,2017-06-01 20:18:38,10,10,Zoey,,85011,27680,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever
870308999962521604,2017-06-01 16:00:09,10,10,Rumble,,22453,4384,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog
869772420881756160,2017-05-31 04:27:59,10,10,Dewey,,43710,10663,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke
869702957897576449,2017-05-30 23:51:58,10,10,Stanley,,29116,6728,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke
869227993411051520,2017-05-29 16:24:37,10,10,Gizmo,,21112,4023,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke
868552278524837888,2017-05-27 19:39:34,10,10,Cooper,,10539,2240,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet
867774946302451713,2017-05-25 16:10:44,10,10,Harold,,35179,7788,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border_collie
867421006826221569,2017-05-24 16:44:18,10,10,Shikha,puppo,16755,2697,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo_dog
866686824827068416,2017-05-22 16:06:55,10,10,Lili,,20070,3727,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,flat-coated_retriever
866450705531457537,2017-05-22 00:28:4,10,10,Jamesy,pupper,106827,32883,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,2,French_bulldog
866334964761202691,2017-05-21 16:48:45,10,10,Coco,,54720,15546,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,1,Samoyed
865718153858494464,2017-05-19 23:57:46,10,10,Boomer,,26640,6008,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,1,golden_retriever
865359393868664832,2017-05-19 00:12:11,10,10,Sammy,,27530,5384,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,2,Chesapeake_Bay_retriever
865006731092295680,2017-05-18 00:50:5,10,10,Nelly,,29063,8209,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,1,Pembroke
864279568663928832,2017-05-16 00:41:21,10,10,Meatball,,15195,3266,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,1,bull_mastiff
864197398364647424,2017-05-15 19:14:5,10,10,Paisley,,31459,9616,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,4,golden_retriever
863553081350529029,2017-05-14 00:34:33,10,10,Neptune,,15935,4489,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,1,Eskimo_dog
863432100342583297,2017-05-13 16:33:49,10,10,Belle,,24829,5664,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,1,Staffordshire_bullterrier
863062471531167744,2017-05-12 16:05:02,10,10,Quinn,,8945,2687,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,2,French_bulldog
862831371563274240,2017-05-12 00:46:44,10,10,Zooey,,20011,5457,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,2,Australian_terrier
862722525377298433,2017-05-11 17:34:13,10,10,Dave,,17779,3809,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,1,basset
861383897657036800,2017-05-08 00:54:59,10,10,Hobbes,,37744,11528,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,1,Cardigan
860563773140209665,2017-05-05 18:36:06,10,10,Lorenzo,,7878,2334,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,1,Cardigan
860524505164394496,2017-05-05 16:00:04,10,10,Carl,,24678,5698,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,1,Bedlington_terrier
859851578198683649,2017-05-03 19:26:06,10,10,Trooper,,16105,3780,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,4,Labrador_retriever
858471635011153920,2017-04-30 00:02:42,10,10,Sophie,,22640,5271,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,1,Pembroke
857989990357356544,2017-04-28 16:08:49,10,10,Rosie,,16952,2812,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,1,French_bulldog
857746408056729600,2017-04-28 00:00:54,10,10,Thor,,36021,11524,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,1,Labrador_retriever
857263160327368704,2017-04-26 16:00:39,10,10,Oscar,,21041,4934,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,1,Samoyed
857029823797047296,2017-04-26 00:33:27,10,10,Zeke,,19910,4364,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,2,golden_retriever
856282028240666624,2017-04-23 23:01:59,10,10,Cermet,,29086,6841,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,4,Chihuahua
855459453768019968,2017-04-21 16:33:22,10,10,quite,,31657,8987,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,2,Blenheim_spaniel
854732716440526848,2017-04-19 16:25:34,10,10,Marlee,,24188,6690,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,1,Pembroke
854482394044301312,2017-04-18 23:50:52,10,10,Arya,,31131,7608,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,1,Chihuahua
854365224396361728,2017-04-18 16:05:17,10,10,Einstein,,20046,5159,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,1,Pembroke
853760880890318849,2017-04-17 00:03:5,10,10,Alice,,30414,6403,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,1,miniature_pinscher
852912242202992640,2017-04-14 15:51:39,10,10,Benny,,9658,2037,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,1,Great_Dane
852672615818899456,2017-04-13 23:59:28,10,10,Aspen,,15939,2388,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,1,golden_retriever
852553447878664193,2017-04-13 16:05:56,10,10,Jarod,,17492,3885,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,1,bloodhound
851953902622658560,2017-04-12 00:23:33,10,10,Astrid,doggo,0,10706,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,Staffordshire_bullterrier
850753642995093505,2017-04-08 16:54:09,10,10,Kyle,,33348,10352,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,1,pug
850380195714523136,2017-04-07 16:10:12,10,10,Leo,,13994,2915,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,1,Yorkshire_terrier
850019790995546112,2017-04-06 16:18:05,10,10,Boomer,pupper,21944,5459,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,Shetland_sheepdog
848324959059550208,2017-04-02 00:03:26,10,10,Odin,,20229,4037,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1,malamute
847842811428974592,2017-03-31 16:07:33,10,10,Rontu,,5935,1522,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1,Bernese_mountain_dog
847251039262605312,2017-03-30 00:56:03,10,10,Furzey,,22036,4800,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,Airedale
847157206088847362,2017-03-29 18:43:12,10,10,Daisy,,21588,6572,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,2,Staffordshire_bullterrier
846874817362120707,2017-03-29 00:01:05,10,10,Tuck,,21685,4404,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2,Shetland_sheepdog
846514051647705089,2017-03-28 00:07:32,10,10,Barney,doggo,48410,13076,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,golden_retriever
846153765933735936,2017-03-27 00:15:53,10,10,Vixen,,34394,10226,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,giant_schnauzer
846042936437604353,2017-03-26 16:55:29,10,10,Jarvis,,17256,3224,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1,golden_retriever
845397057150107648,2017-03-24 22:08:59,10,10,Mimosa,doggo,8241,2072,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie_Dinmont
845306882940190720,2017-03-24 16:10:4,10,10,Pickles,pupper,25225,6039,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1,Irish_water_spaniel
844973813909606400,2017-03-23 18:07:1,10,10,Brady,,16361,3617,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1,Labrador_retriever
844704788403113984,2017-03-23 00:18:1,10,10,Luna,,42022,11633,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,1,Labrador_retriever
844223788422217728,2017-03-21 16:26:5,10,10,Margo,,14753,2450,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1,Labrador_retriever
843856843873095681,2017-03-20 16:08:44,10,10,Sadie,,23211,5220,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1,Labrador_retriever
843604394117681152,2017-03-19 23:25:35,10,10,Hank,,18310,3081,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1,Labrador_retriever
843235543001513987,2017-03-18 22:59:54,10,10,Tycho,,23315,6852,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1,Pembroke
842892208864923648,2017-03-18 00:15:37,10,10,Stephan,,0,56625,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,1,Chihuahua
842846295480000512,2017-03-17 21:13:1,10,10,Charlie,,16440,4023,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1,Labrador_retriever
842535590457499648,2017-03-17 00:38:32,10,10,Winnie,,19637,3937,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1,Pembroke
842115215311396866,2017-03-15 20:48:07,10,10,Bentley,,15204,3386,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,1,chow
841314665196081154,2017-03-13 15:47:01,10,10,Max,,17305,5312,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1,Afghan_hound
841077006473256960,2017-03-13 00:02:39,10,10,Dawn,,24926,5991,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,Brittany_spaniel
840632337062862849,2017-03-11 18:35:42,10,10,Maddie,,9761,1972,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1,golden_retriever
840268004936019968,2017-03-10 18:27:58,10,10,Monty,,20950,6497,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3,Chesapeake_Bay_retriever
839990271299457024,2017-03-10 00:04:21,10,10,Sojourner,,14640,2597,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,Staffordshire_bullterrier
839239871831150596,2017-03-07 22:22:32,10,10,Odie,,29684,7422,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3,Leonberg
838921590096166913,2017-03-07 01:17:48,10,10,Arlo,,12183,2357,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1,Border_terrier
838476387338051585,2017-03-05 19:48:43,10,10,Stanley,,24664,5484,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3,Great_Pyrenees
837366284874571778,2017-03-02 18:17:34,10,10,Lucy,,23074,6005,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg,1,American_Staffordshire_terrier
837110210464448512,2017-03-02 01:20:01,10,10,Clark,pupper,17480,2731,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1,Siberian_husky
835297930240217089,2017-02-25 01:18:4,10,10,Ash,,17847,3381,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,1,Rottweiler
834786237630337024,2017-02-23 15:25:23,10,10,Tobi,,22943,6159,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1,Border_terrier
834458053273591808,2017-02-22 17:41:18,10,10,Chester,,10512,1899,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1,Rhodesian_ridgeback
834209720923721728,2017-02-22 01:14:3,10,10,Wilson,,22594,5476,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1,golden_retriever
833863086058651648,2017-02-21 02:17:06,10,10,Bentley,,14661,2729,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1,kuvasz
833826103416520705,2017-02-20 23:50:09,10,10,Charlie,,16728,3904,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1,Chihuahua
833722901757046785,2017-02-20 17:00:04,10,10,Bronte,,22585,3636,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1,West_Highland_white_terrier
833479644947025920,2017-02-20 00:53:27,10,10,Poppy,,16258,2357,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,golden_retriever
832998151111966721,2017-02-18 17:00:1,10,10,Rhino,doggo,14549,2522,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,boxer
832757312314028032,2017-02-18 01:03:09,10,10,Willow,,18423,4127,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2,Cardigan
832636094638288896,2017-02-17 17:01:29,10,10,Orion,,17379,3220,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1,Eskimo_dog
832369877331693569,2017-02-16 23:23:38,10,10,Charlie,,18792,3652,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1,kelpie
832040443403784192,2017-02-16 01:34:34,10,10,Klein,,0,11131,https://pbs.twimg.com/media/Cq9guJ5WgAADfpF.jpg,1,miniature_pinscher
832032802820481025,2017-02-16 01:04:13,10,10,Miguel,doggo,13887,4746,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,whippet
831911600680497154,2017-02-15 17:02:36,10,10,Kuyu,,30380,7458,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,4,bloodhound
831670449226514432,2017-02-15 01:04:21,10,10,Daisy,,11469,2059,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1,Pembroke
831552930092285952,2017-02-14 17:17:22,10,10,Dutch,,9872,2632,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1,Chihuahua
831309418084069378,2017-02-14 01:09:44,10,10,Scooter,,12819,2786,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,1,Doberman
830956169170665475,2017-02-13 01:46:03,10,10,Reggie,,8735,1735,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,1,kuvasz
830097400375152640,2017-02-10 16:53:37,10,10,Samson,,10804,3455,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4,toy_poodle
829861396166877184,2017-02-10 01:15:49,10,10,Mia,,13441,2243,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1,Border_terrier
829501995190984704,2017-02-09 01:27:41,10,10,Leo,,34913,12224,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1,French_bulldog
829374341691346946,2017-02-08 17:00:26,10,10,Astrid,doggo,38074,10706,https://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,1,Staffordshire_bullterrier
828650029636317184,2017-02-06 17:02:17,10,10,one,,10467,1544,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,1,golden_retriever
828408677031882754,2017-02-06 01:03:14,10,10,Bear,,8398,1477,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,1,Weimaraner
828381636999917570,2017-02-05 23:15:47,10,10,Doobert,doggo,13864,2554,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,Bedlington_terrier
828376505180889089,2017-02-05 22:55:23,10,10,Beebop,,8112,1216,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,1,American_Staffordshire_terrier
828372645993398273,2017-02-05 22:40:03,10,10,Alexander,,13756,3344,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,1,malamute
828011680017821696,2017-02-04 22:45:42,10,10,Brutus,,11411,2451,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,1,American_Staffordshire_terrier
827933404142436356,2017-02-04 17:34:4,10,10,Kona,pupper,22180,5987,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2,German_shepherd
827653905312006145,2017-02-03 23:04:02,10,10,Boots,,16983,3433,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,1,collie
827600520311402496,2017-02-03 19:31:54,10,10,Tucker,,8143,1082,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1,Pembroke
827324948884643840,2017-02-03 01:16:53,10,10,Ralphie,,17523,3510,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1,golden_retriever
827199976799354881,2017-02-02 17:00:17,10,10,Charlie,,11659,2579,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,4,Great_Dane
826848821049180160,2017-02-01 17:44:55,10,10,Cupid,doggo,40325,11878,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great_Pyrenees
826476773533745153,2017-01-31 17:06:32,10,10,Pilot,doggo,20275,4821,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,German_shepherd
825829644528148480,2017-01-29 22:15:05,10,10,Toby,,14025,2848,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2,Great_Pyrenees
825147591692263424,2017-01-28 01:04:51,10,10,Sweet,,20181,5244,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1,Pekinese
825026590719483904,2017-01-27 17:04:02,10,10,Pablo,puppo,7020,1483,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2,Eskimo_dog
824775126675836928,2017-01-27 00:24:48,10,10,Scooter,,16508,4069,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1,Border_terrier
824663926340194305,2017-01-26 17:02:56,10,10,Wilson,,11113,1993,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,1,English_setter
823939628516474880,2017-01-24 17:04:5,10,10,Cash,,11755,3123,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1,schipperke
822859134160621569,2017-01-21 17:31:2,10,10,Hobbes,,14576,2622,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,1,malinois
822647212903690241,2017-01-21 03:29:14,10,10,Paisley,,0,7390,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1,Samoyed
822489057087389700,2017-01-20 17:00:46,10,10,Paisley,,20083,7390,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1,Samoyed
822462944365645825,2017-01-20 15:17:01,10,10,Gabe,pupper,31800,17209,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3,Pomeranian
821886076407029760,2017-01-19 01:04:45,10,10,Jimison,,12582,2692,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1,golden_retriever
